Sr No~Title~Author~biblionumber
1~`l' is for lawless~Grafton, Sue~1648
19389~Portfolio theory and capital markets~Sharpe, William F.~13815
19390~Portfolios for development- a guide for trainers and managers~Redman, W.~19041
19391~Portfolios of the poor~Collins, Daryl~11444
19392~Portfolo management~Barua, S.K.~2618
19393~Ports of India 2002~Economic Times~8595
19394~Porvay - bhashantar - pula deshpande प रवय - भाषांतर -पु ल द शपांड~Thakur, Ravindranath.~18413
19395~Poseidon adventure (2 CDs: Disk-1 and Disk-2)~~25148
19396~Positioning~Ries, Al~16470
19397~Positive leadership~Pegg, Mike~17895
19398~Positive lessons in administartion (essence and experiences)~Mittal, Rakesh K.~21803
19399~Positive management~O'brien, P.~7733
19400~Positive psychology~Snyder, C. R.~720
19401~Positive time skills~~25117
19402~Positive Time Skills, Team of Champions~~24039
19403~Post examination analysis of selection tools, performance & back~Misra, R.G. [Et.al]~2679
19404~Post IPO: it's still your business:Vol. XIV - 32 Min.~Lamba, Anil~25736
19405~Post magaz.& insurance monitor  insurance week  ~~33853
19406~Post magazine       ~~33711
19407~Post magazine & insurance moniter~~33736
19408~Post magazine & insurance week~~33917
19409~Post magazine & insurance week~~33918
19410~Post-keynesian monetary economics~Avestis, P.~8622
19411~Post-launch survey report of irdai's insurance awareness campaigns (2010-2015)~NCAER~1633
19412~Post-launch survey report of irdai's insurance awareness campaigns (2010-2015)~NCAER~1634
19413~Postal life insurance (training course for agents) pli-01~Balachandran S.~16828
19414~Postal life insurance (training course for agents) pli-01~Balachandran S.~16829
19415~Postern of fate~Christie, Agatha~8323
19416~Postmodern consumer research~Hirschman, E.C. [Et.al]~5277
19417~Postmodern organisation~Bergquist, W.H.~18775
19418~Postmodernism and islam predicament and promise~Ahmed, A.S.~4345
19419~Pot of gold~Michael, Judith~1157
19420~Potacha prashna प टाचा प रश न~Godabole, Mangala~7637
19421~Potential survey report of sangli district~The New India Assurance [Et.al]~726
19422~Potentiality of fisheries~Vyasakrishna, B. [Et.al]~1054
19423~Pothunters and other school stories~Wodehouse, P.G.~12407
19424~Poulation of India 2011~Premi, Mahendra K.~15996
19425~Poultry~Banerjee, G.C.~2450
19426~Poverty and income distribution~Kishnaswamy, K S~16742
19427~Poverty in India~Harriss, Barbara~21107
19428~Poverty lines in theory and practice~Ravallion, M.~16551
19429~Poverty of 'development economics'~Lal, Deepak~18177
19430~Poverty of historicism~Popper, Karl~14215
19431~Poverty reduction~Krishnaiah, P.~5469
19432~Poverty reduction and the world bank~World Bank~15897
19433~Poverty, vulnerability and agricultural extension~Christoplos, Ian~6658
19434~Power - a political history of the 20th century~Nicholla, C.S. Ed.~6039
19435~Power and conflict~Balack, Hubert~15512
19436~Power and organization development~Greiner, Larry E.~323
19437~Power and performance in organisation~Mangham, Iain N.~5463
19438~Power and performance in organization~Mangham, I L~20687
19439~Power Builder 5~RU~25530
19440~Power Builder 6~~25141
19441~Power etiquette~Casperson, Dana May~15700
19442~Power networking~Fisher, D. [Et.al]~5693
19443~Power of 100! ~King, Shaun~313
19444~Power of a woman~Bradford, Barbara~8234
19445~Power of alignment~Labovitz, George [Et.al]~21527
19446~Power of attorney act, 1882 (7 of 1882) with short comments~PBP~5583
19447~Power of eloquence~Montalbo, Thomas~8950
19448~Power of empowerment - release the hidden talents of your employment~Clutterbuck, D. [Et.al]~14079
19449~Power of ethical management~Blanchard, Kenneth & Pearl Norman Vincent.~5655
19450~Power of habit ~Duhigg, Charles~12918
19451~Power of impossible thinking~Wind, Yoram (Jerry)~7458
19452~Power of impossible thinking: transform the business of your life and the life of your business (with CD-ROM)- Audio CD~Wind, Yoram (Jerry)~24589
19453~Power of innovative thinking~Wheeler, Jim~11584
19454~Power of money~Van Dormael, A.~6779
19455~Power of networking~Catt, H. [Et.al]~121
19456~Power of noticing~Bazerman, Max H.~868
19457~Power of now~Ranadive, V.~12130
19458~Power of open book management releasing~Schuster, J.P.~8192
19459~Power of personal influence~Hale, R. [Et.al]~8946
19460~Power of positive doing~Burnell, Ivan~16234
19461~Power of positive thinking~Peale, N.V.~19657
19462~Power of positive thinking apractical guide to mastering the problems of everyday living~Peale, Norman Vincent.~20457
19463~Power of professional management~Dively, George S.~9581
19464~Power of professional management~Dively, George S.~9582
19465~Power of purpose~Leader, Richard J.~18115
19466~Power of six sigma~Chowdhury, Subir~4817
19467~Power of we: NIA staff programme (April 8, 2011):All photos and videos (Place:Mulshi- Girivan) Data DVD~NIA~22425
19468~Power of your subconscious mind~Murphy, J.~1791
19469~Power of your subconscious mind~Murphy, J.~1792
19470~Power of your subconscious mind पॉवर ऑफ युवर सबकॉन्शियस माईंड~Murphy, Joseph ~34119
19471~Power plant engineering~Nag, P K~13141
19472~Power plays ~Clancy, Tom~12148
19473~Power point for windows 95~Badgett, Tom~1804
19474~Power pricing~Dolan, Robert J. and Simon, H.~14168
19475~Power sales presentations~Schiffman, Stephan~10669
19476~Power shift~Toffler, Alvin~22124
19477~Power Soft Online books InfoMaker 5.0 (Original CD)~RU~24592
19478~Power to get in~Boylan, M.A.~4493
19479~Power to succeed ~Rubino, Joe~6552
19480~Power to win~Staples, Walter Doyle~12452
19481~Power tools~Nirenberg, John~7714
19482~Power-web design CD-ROM~Infomedia~25516
19483~Power, influence, and persuasion~Harvard Business Review~17413
19484~Power, rights and poverty~Alsop, Ruth~634
19485~Powerbuilder 5 unleashed (with c/d)~Gallagher, Simon [Et.al]~7046
19486~Powerbuilder 5.0 Enterprise (Windows version) (Original CD)~~23029
19487~Powerbuilder 5.0 Quickstart Multimedia Series (Original CD)~~24011
19488~Powerbuilder 5.0 Reference (Original CD)~~23809
19489~PowerBuilder 6.0 (with CD)~Gallagher, S. [et al.]~24176
19490~Powerbuilder 60 (with cd)~Gallagher, S. [Et.al]~970
19491~PowerBuilder 7.0 unleashed (with CD)~Herbert, Simon J.A.~24362
19492~PowerBuilder 7.0 unleashed (with CD)~,, ,,~24363
19493~Powerbuilder 70 unleashed (with cd)~Herbert, Simon J.A.~3480
19494~Powerbuilder Computer Based Training (Original CD)~~25609
19495~Powerbuilder Enterprise Windows Update Ver. 6.0 (Original CD)~~25452
19496~Powerbuilder vedas (with cd)~Bodepudi, P.~302
19497~PowerBuilder vedas (with CD)~Bodepudi, P.~24298
19498~PowerBuilder vedas (with CD)~,, ,,~24299
19499~Powerful communication skills~Mckenna, Collen~8341
19500~Powerpivot for the data analyst~Jelen, Bill.~9111
19501~Powerpoint detox~Forsyth, Patrick~21581
19502~Powers and liberties~Hall, John~5678
19503~Powers of the crown (ad 1600-1700)~Time Life Books~7448
19504~Powr principle~Lee, Blaine~19024
19505~Ppf chi kamdehenu sakal paper prakashanchi nirmiti (public provident fund) पी पी एफ ची कामध न सकाळ प रकाशनाची निर मिती (पब लिक प र विड ंट फंड)~Mokashi, Arvind Shankar~10119
19506~PR Awareness Film for Top Management~LIC,Bombay~24668
19507~PR Awarness film for Top Management (V00106), The Grapewine (V00~~23428
19508~PR communication age      ~~33728
19509~Prabhat kar vara kothari vichar ani karya प रभात कार वा रा क ठारी विचार आणि कार य~Shaha, Mrunalini.~11028
19510~Prabhat pushpa ~Kotak, Vaju~13976
19511~Pracheen marathi vangmay shodh ani sanhita प राचीन मराठी वांग मयश ध आणि संहिता~Dhere, R.C.~7812
19512~Prachin bhartacha ujjwal itihas प्राचीन भारताचा उज्ज्वल इतिहास~Joshi, Lily~17378
19513~Prachin va arvachin bharatiy vidnyanyogi:  bharatiy shastrdnyanchi mahiti प्राचीन व अर्वाचीन भारतीय विज्ञानयोगी-भारतीय शास्त्रज्ञांची माहिती~Patil, Devaba~13728
19514~Practical approach to general insurance underwriting~Mishra K C~13608
19515~Practical approach to general insurance underwriting~Mishra K C~13609
19516~Practical approach to ind as implementation (illustrations, summary, and comparisons)~Gosain Sarika~8995
19517~Practical approach to Ind As implementation (illustrations, summary, and comparisons), 2nd ed. vol.1 and 2 (with CD)~Gosain Sarika~24163
19518~Practical aspects of engineering insurance~Jain, Sudhir Kumar~21291
19519~Practical aspects of fire insurance~Jain, Sudhir Kumar~11271
19520~Practical aspects of fire insurance ~Jain, Sudhir Kumar~33965
19521~Practical aspects of fire insurance policies :~Jain, Sudhir Kumar~33964
19522~Practical aspects of marine [cargo] insurance~Jain, Sudhir Kumar~33966
19523~Practical aspects of reinsurance~Goenka, Ashok~11421
19524~Practical auditing~Ghatalia, S.V.~16003
19525~Practical ayurveda: secrets for physical sexual and spritual health ~Atreya~34106
19526~Practical bsiness development~Kraushar Peter~2599
19527~Practical business forecasting~Saunders, John A. [Et.al]~2872
19528~Practical c~Harrison, Mark~4936
19529~Practical continuous improvement for professional services~Shearer, Clive~12666
19530~Practical counselling and helping skills~Nelson-Jones, R.~16593
19531~Practical english usage~Swan, Michael~15806
19532~Practical finance management~Dobbins, Richard~9706
19533~Practical guide~Khan, M.Y.~11105
19534~Practical guide on tds and tcs (including e-tds/e-tcs returns) financial year 2018-2019~Sekar, G.~13292
19535~Practical guide to creative accounting~Jameson, Michael~19753
19536~Practical guide to employees' state insurance~Kumar, H.L.~14475
19537~Practical guide to factories act~Kumar, H.L.~10586
19538~Practical guide to multi-risk crop insurance for developing countries~~4150
19539~Practical guide to new~Shah, P. S & Others~15624
19540~Practical guide to new rules for valuation of perquisites~Taxmann~15175
19541~Practical guide to solving business problems~Cox, Geof~10137
19542~Practical guide to taxation of demerger ~Taxmann~6323
19543~Practical guide to the unix system~Sobell, Mark G.~15601
19544~Practical handbook on building construction~Gupta, M.K.~3808
19545~Practical handbook on building maintenance~Gupta, M.K.~7560
19546~Practical handbook on construction management for architects and engineers~Ramaswamy, R.~3099
19547~Practical handbook to public issues and euro issues~Iyer, V.L.~13452
19548~Practical hints for efficient toime management~Mayur, Rashmi~18068
19549~Practical investment management~Strong, Robert A.~6498
19550~Practical it auditing (with floppy)~Hickman, J.R.~5018
19551~Practical leadership skills~Gillen, Terry~3930
19552~Practical Leadership skills: Practical Leadership skills DVD Trainer's guide.~Gillen, Terry~24364
19553~Practical marketing planning~Cooper, John [Et.al]~241
19554~Practical microfinance~Harper, Malcolm~18378
19555~Practical performance appraisal- designing, instaling, and maint~Steward, Valerie [Et.al]~2993
19556~Practical problems in statistics~Elhance, D.N.~11778
19557~Practical research ~Leedy, Paul D.~1232
19558~Practical research planning & design~Leedy, Paul~18921
19559~Practical risk management~Bannister, J.E. [Et.al]~12534
19560~Practical risk theory for actuaries~Daykin, C.D. & Others~19170
19561~Practical risk theory for actuaries~Daykin, C.D. & Others~19171
19562~Practical security analysis~Bannister, Jim and [Et.al]~2473
19563~Practical soft system analysis~Patching, David~12091
19564~Practical software testing~Burnstein, Ilene~20240
19565~Practical statistics~Gupta, S.C.~2081
19566~Practical strategist~Allio, R.J.~17886
19567~Practical thinking~De, Bono, E.~9028
19568~Practical use of artificial intelligence in automated tutoring~Mccalla, G.I. [Et.al]~6343
19569~Practical value analysis methods ~Fasal, John H.~976
19570~Practical wap~Bennett, Chris~15326
19571~Practical ways to manage stress in office~RE-LIVING~24396
19572~Practice of adaptive leadership ~Heifetz, Ronald A.~13583
19573~Practice of general insurance~~1980
19574~Practice of general insurance (11)~Sri Ram and Co.~7028
19575~Practice of general insurance (fi-11)~Federation of Insurance Institutes~18985
19576~Practice of general insurance (fi-11)~FII~18986
19577~Practice of life assurance~III~16162
19578~Practice of management~Drucker, Peter F.~8907
19579~Practice of management~Drucker, Peter F.~8908
19580~Practice of reinsurance~CII~16294
19581~Practice of reinsurance~Carter, R.L.~16295
19582~Practice of successful business management~Winckles, Kenneth~10176
19583~Practicing mindfulness: 75 essential meditations to reduce stress, improve mental health and find peace in the everyday~Sockolov, Matthew~34251
19584~Practicing organization development ~Rothwell, William J.~12428
19585~Practicing the power now~Tolle, Eckhart~20686
19586~Pradakshina प रदक षिणा~Dalvi, Jayavant.~621
19587~Pradeep lokhande, pune 13 प्रदीप लोखंडे. पुणे ,१३~Wadawala, Sumedh  (Risbud)~34150
19588~Pragati insurance limited~Pil~19278
19589~Prajnan: journal of social  management sciences  ~~33632
19590~Prajnan: journal of social  management sciences  ~~33633
19591~Prak- cinema प्राक -सिनेमा~Khopkar, Arun~8568
19592~Prakashachi savli anu smita bhagavat प रकाशाची सावली अनुवादस मिता भागवत~Joshi, Dinakar~16057
19593~Prakashanchi akshare प रकाशाची अक षर~Davane, P.~5059
19594~Prakritik vipadaon se bachav ( Hindi)~LPA~24691
19595~Prakrutiche antaranga -1 प रक तीच अंतरंग-१~Lele, Vijaya~7533
19596~Prakrutiche antaranga 2 प रक तीच अंतरंग-2~Lele, Vijaya~12451
19597~Pralay प रलय~Raje, Shailaja~6012
19598~Pralekhan ani mahitishastraप रल खन आणि माहितीशास त र~Nargunde, Revati~22027
19599~Pranctice of life assurance (fi-2)~Federation of Insurance Institutes~8632
19600~Pranctice of life assurance (fi-2)~Federation of Insurance Institutes~8633
19601~Pranctice of life assurance (fi-2)~FII~8634
19602~Prapat प रपात~Desai, Ranjeet.~13659
19603~Prarambh (Hindi)~LIC~25416
19604~Prarthana dayaghana प रार थना दयाघना~Mahanor, N. D.~14443
19605~Prarthana प रार थना~Desai Madhavi~12617
19606~Prasadaa2 प रसाद आव त ती २~Khandekar, Vi.Sa.~18016
19607~Prasangik प रासंगिक~Talvalkar, Govind.~19012
19608~Prasanta chandra mahalanobis- a biography~Rudra, Ashok~15499
19609~Prashna प रश न~Bharadwaj, Mandakini~5704
19610~Prashnottar swayamvar प रश न त तर स वयंवर~Buva, V.A.~7176
